status,stockNo,nPtr,lDate,lTimehms,lTimemillismicros,nBid,nAsk,nClose,nQty,nSimulate,addSubNQty
history,TX00,9681,20200526,220741,797000,1098200,1098300,1098200,1,0,-1
history,TX00,9682,20200526,220741,878000,1098200,1098300,1098300,1,0,+1
history,TX00,9683,20200526,220741,878000,1098200,1098300,1098300,1,0,+1
history,TX00,9684,20200526,220741,878000,1098200,1098300,1098300,7,0,+7
history,TX00,9685,20200526,220742,796000,1098200,1098400,1098300,1,0,#1
history,TX00,9686,20200526,220742,796000,1098200,1098400,1098200,1,0,-1
history,TX00,9687,20200526,220743,923000,1098300,1098400,1098300,1,0,-1
history,TX00,9688,20200526,220745,157000,1098300,1098400,1098400,1,0,+1
history,TX00,9689,20200526,220746,478000,1098300,1098500,1098300,5,0,-5
history,TX00,9690,20200526,220748,325000,1098300,1098400,1098400,4,0,+4
history,TX00,9691,20200526,220748,326000,1098300,1098400,1098400,1,0,+1
history,TX00,9692,20200526,220751,982000,1098300,1098400,1098400,1,0,+1
history,TX00,9693,20200526,220752,942000,1098400,1098500,1098500,1,0,+1
history,TX00,9694,20200526,220753,272000,1098400,1098500,1098500,1,0,+1
history,TX00,9695,20200526,220753,927000,1098400,1098500,1098500,1,0,+1
history,TX00,9696,20200526,220753,972000,1098400,1098500,1098500,2,0,+2
history,TX00,9697,20200526,220753,973000,1098400,1098500,1098500,3,0,+3
history,TX00,9698,20200526,220753,973000,1098400,1098500,1098500,2,0,+2
history,TX00,9699,20200526,220754,64000,1098500,1098600,1098600,2,0,+2
history,TX00,9700,20200526,220754,66000,1098500,1098600,1098600,1,0,+1
history,TX00,9701,20200526,220754,67000,1098500,1098600,1098600,1,0,+1
history,TX00,9702,20200526,220754,150000,1098500,1098600,1098600,2,0,+2
history,TX00,9703,20200526,220758,51000,1098400,1098500,1098400,1,0,-1
history,TX00,9704,20200526,220801,325000,1098300,1098400,1098400,1,0,+1
history,TX00,9705,20200526,220801,670000,1098300,1098500,1098300,4,0,-4
history,TX00,9706,20200526,220801,699000,1098300,1098400,1098300,5,0,-5
history,TX00,9707,20200526,220801,699000,1098300,1098400,1098200,3,0,-3
history,TX00,9708,20200526,220803,119000,1098200,1098400,1098400,1,0,+1
history,TX00,9709,20200526,220820,469000,1098300,1098400,1098300,1,0,-1
history,TX00,9710,20200526,220822,6000,1098300,1098400,1098300,5,0,-5
history,TX00,9711,20200526,220826,888000,1098300,1098400,1098300,1,0,-1
history,TX00,9712,20200526,220827,434000,1098300,1098400,1098300,1,0,-1
history,TX00,9713,20200526,220828,5000,1098300,1098400,1098300,1,0,-1
history,TX00,9714,20200526,220828,379000,1098300,1098400,1098300,1,0,-1
history,TX00,9715,20200526,220830,441000,1098300,1098400,1098300,1,0,-1
history,TX00,9716,20200526,220831,64000,1098200,1098300,1098200,1,0,-1
history,TX00,9717,20200526,220831,574000,1098200,1098300,1098200,5,0,-5
history,TX00,9718,20200526,220833,965000,1098200,1098300,1098200,1,0,-1
history,TX00,9719,20200526,220834,297000,1098200,1098300,1098200,7,0,-7
history,TX00,9720,20200526,220834,297000,1098200,1098300,1098200,1,0,-1
history,TX00,9721,20200526,220834,297000,1098200,1098300,1098200,1,0,-1
history,TX00,9722,20200526,220834,297000,1098200,1098300,1098200,4,0,-4
history,TX00,9723,20200526,220836,74000,1098100,1098200,1098100,1,0,-1
history,TX00,9724,20200526,220837,215000,1098100,1098300,1098300,1,0,+1
history,TX00,9725,20200526,220837,836000,1098100,1098300,1098300,1,0,+1
history,TX00,9726,20200526,220840,300000,1098200,1098300,1098300,5,0,+5
history,TX00,9727,20200526,220843,479000,1098200,1098300,1098200,1,0,-1
history,TX00,9728,20200526,220844,383000,1098200,1098300,1098200,1,0,-1
history,TX00,9729,20200526,220846,696000,1098200,1098300,1098200,2,0,-2
history,TX00,9730,20200526,220847,317000,1098200,1098300,1098200,4,0,-4
history,TX00,9731,20200526,220851,590000,1098200,1098300,1098300,5,0,+5
history,TX00,9732,20200526,220852,540000,1098200,1098300,1098300,1,0,+1
history,TX00,9733,20200526,220853,439000,1098300,1098400,1098300,4,0,-4
history,TX00,9734,20200526,220855,614000,1098200,1098400,1098200,1,0,-1
history,TX00,9735,20200526,220900,148000,1098200,1098300,1098300,1,0,+1
history,TX00,9736,20200526,220902,236000,1098200,1098300,1098200,3,0,-3
history,TX00,9737,20200526,220902,270000,1098200,1098300,1098300,5,0,+5
history,TX00,9738,20200526,220903,68000,1098200,1098300,1098300,1,0,+1
history,TX00,9739,20200526,220904,260000,1098200,1098300,1098200,1,0,-1
history,TX00,9740,20200526,220904,617000,1098200,1098300,1098200,3,0,-3
history,TX00,9741,20200526,220905,414000,1098200,1098300,1098300,1,0,+1
history,TX00,9742,20200526,220906,219000,1098200,1098300,1098300,5,0,+5
history,TX00,9743,20200526,220906,220000,1098200,1098300,1098300,2,0,+2
history,TX00,9744,20200526,220907,414000,1098300,1098400,1098300,1,0,-1
history,TX00,9745,20200526,220907,560000,1098300,1098400,1098300,2,0,-2
history,TX00,9746,20200526,220908,254000,1098200,1098300,1098300,1,0,+1
history,TX00,9747,20200526,220910,61000,1098300,1098400,1098300,1,0,-1
history,TX00,9748,20200526,220911,205000,1098300,1098400,1098400,9,0,+9
history,TX00,9749,20200526,220911,205000,1098300,1098400,1098400,1,0,+1
history,TX00,9750,20200526,220911,206000,1098300,1098400,1098400,1,0,+1
history,TX00,9751,20200526,220912,133000,1098300,1098400,1098400,1,0,+1
history,TX00,9752,20200526,220912,669000,1098300,1098500,1098300,1,0,-1
history,TX00,9753,20200526,220914,901000,1098400,1098500,1098400,1,0,-1
history,TX00,9754,20200526,220917,787000,1098400,1098500,1098400,3,0,-3
history,TX00,9755,20200526,220919,958000,1098400,1098500,1098400,2,0,-2
history,TX00,9756,20200526,220919,958000,1098400,1098500,1098300,3,0,-3
